#####################################################################################################################################################################################################################################################################################################################################################################################################################################################################
########################################################################################################################                 ############################################################################################################################################################################################################################################################################################################################
########################################################################################################################                 ############################################################################################################################################################################################################################################################################################################################
########################################################################################################################                 ############################################################################################################################################################################################################################################################################################################################
########################################################################################################################                 ############################################################################################################################################################################################################################################################################################################################
########################################################################################################################                 ############################################################################################################################################################################################################################################################################################################################
########################################################################################################################                 ############################################################################################################################################################################################################################################################################################################################
########################################################################################################################                 ############################################################################################################################################################################################################################################################################################################################
###########################################################################################################################              ############################################################################################################################################################################################################################################################################################################################
###########################################################################################################################              ############################################################################################################################################################################################################################################################################################################################
###########################################################################################################################           ###############################################################################################################################################################################################################################################################################################################################
###########################################################################################################################           ###############################################################################################################################################################################################################################################################################################################################
###########################################################################################################################           ###############################################################################################################################################################################################################################################################################################################################
###########################################################################################################################           ###############################################################################################################################################################################################################################################################################################################################
#######################################################################################################################               ###############################################################################################################################################################################################################################################################################################################################
#######################################################################################################################               ###############################################################################################################################################################################################################################################################################################################################
#######################################################################################################################               ###############################################################################################################################################################################################################################################################################################################################
#######################################################################################################################               ###############################################################################################################################################################################################################################################################################################################################
########################################################################################################################              ###############################################################################################################################################################################################################################################################################################################################
#########################################################################################################################             ###############################################################################################################################################################################################################################################################################################################################
##########################################################################################################################            ###############################################################################################################################################################################################################################################################################################################################
##########################################################################################################################            ###############################################################################################################################################################################################################################################################################################################################
###########################################################################################################################           ###############################################################################################################################################################################################################################################################################################################################
###########################################################################################################################           ###############################################################################################################################################################################################################################################################################################################################
###########################################################################################################################           ###############################################################################################################################################################################################################################################################################################################################
###########################################################################################################################           ###############################################################################################################################################################################################################################################################################################################################
###########################################################################################################################           ###############################################################################################################################################################################################################################################################################################################################
###########################################################################################################################           ###############################################################################################################################################################################################################################################################################################################################
###########################################################################################################################           ###############################################################################################################################################################################################################################################################################################################################
###########################################################################################################################           ###############################################################################################################################################################################################################################################################################################################################
#######################################################################################################################                        #####################P################################################################################################################################################################################################################################################################################################
#######################################################################################################################                        ##################### ################################################################################################################################################################################################################################################################################################
#######################################################################################################################                        ##################### ################################################################################################################################################################################################################################################################################################
#######################################################################################################################                        ##################### ################################################################################################################################################################################################################################################################################################
#######################################################################################################################                        #########                #############################################################################################################################################################################################################################################################################################
#######################################################################################################################                        #########                #############################################################################################################################################################################################################################################################################################
#########################################################################################################################                                                         ###################################################################################################################################################################################################################################################################################
#######################################################################################################                 #                                                         ###################################################################################################################################################################################################################################################################################
#######################################################################################################                 #   ############                                          ###################################################################################################################################################################################################################################################################################
##########################################################################################################              #  #            #                                         ###################################################################################################################################################################################################################################################################################
########################################################################################################P#              ####             #                                         ##################################################################################################################################################################################################################################################################################
######################################################################################################## #              ####             #                                          #################################################################################################################################################################################################################################################################################
######################################################################################################## #                                #                                          ################################################################################################################################################################################################################################################################################
######################################################################################################## ##########                       #                                          ################################################################################################################################################################################################################################################################################
##############################################################################################                   ##                       #                                          ################################################################################################################################################################################################################################################################################
#################################################################################################         #########                    #  #                                          ################################################################################################################################################################################################################################################################################
#################################################################################################         ##                    #      #  #                                          ################################################################################################################################################################################################################################################################################
#################################################################################################         ##                    #      #  #                                          ################################################################################################################################################################################################################################################################################
#################################################################################################        ##          ############      #  #                                          ################################################################################################################################################################################################################################################################################
#################################################################################################        ##                     #      #  #                                          ################################################################################################################################################################################################################################################################################
#################################           #####################################################        ##                     #      #  #                               #####              ########################################################################################################################################################################################################################################################################
#################################           #####################################################       ##                      #      #  #                              #######             ########################################################################################################################################################################################################################################################################
#################################           #####################################################       ###                     #      #  #           ##########         ########            ########################################################################################################################################################################################################################################################################
#################################           #####################################################         ###                   #      #  #           ##########        #########            ########################################################################################################################################################################################################################################################################
#################################           #####################################################           #                   ##     #  #           ##########        #########            ########################################################################################################################################################################################################################################################################
##############################                        ####### ##################################            #                  ###    #  #            ###########################            #####    ##############################################################################################################################################################                       ##########################################################################
##############################                        ####### ##################################            #                    #    #  #            ###########################            #####    #######                          hhhhhhhhhhhhhhh                             hhhhhhhhh########################################################################                       ##########################################################################
##############################                        ####### ##################################            #                    #    #  #            #############################          #####    #######                          hhhhhhhhhhhhhhh                             hhhhhhhhh########################################################################                       ##########################################################################
##############################                        ####### ##################################            #                  # ######  #            ##############################         #####    #######                          hhhhhhhhhhhhhhh                             hhhhhhhhh########################################################################                       ##########################################################################
##############################                        #######  ##################################           #                   # #      #            ##############################                                                   hhhhhhhhhhhhhhhhhhh                             hhhhh########################################################################                        #########################################################################
#############################                          ######       ######################                  # #######           # #      #            ##############################                                                   hhhhhhhhhhhhhhhhhhh                             hhhhh########################################################################                        #########################################################################
###########################                                         ######################                ### #                 # #     ##            ##############################                                                   hhhhhhhhhhhhhhhhhhh                                  hhhhhhhhh###############################################################                        #########################################################################
###########################                                         ######################                #   #####             #########             ##############################                                                   hhhhhhhhhhhhhhhhhhh                                  hhhhhhhhh##############################   ##############                                                 ################################################################
###########################                                          1                 1                  #       #       ###   #               #####################################                                                  hhhhhhhhhhhhhhhhhhh                                  hhhhhhhhh##############################   ##############                                                 ################################################################
#############################                                        1                 1                  ######  #       #P#   #              #######################################                                                 hhhhhhhhhhhhhhhhhhh                                      hhhhh##############################   ##############                                            #####################################################################
#############################                                        1                 1                        ###       # #   #              #######################################                                                     hhhhhhhhhhhhhhh                                      hhhhh##############################   ##############                                            #####################################################################
##############################                                       1                 1                        ###       # #   #              ########################################                                                    hhhhhhhhhhhhhhh                                      hhhhh##############################   ##############                                            #####################################################################
##############################                                       1                 1                        ###       # #   #              ########################################                                                    hhhhhhhhhhh                                                   ##########################   ##############                                            #####################################################################
##############################                                      #####################                       ########### #####              ########################################                                                    hhhhhhhhhhh                                                   #####     ################                                                         #########################################################################
##############################                                      #####################                                                      ########################################                                                    hhhhhhhhhhh           ###################                     #####     ################                                                         #########################################################################
################################                     ##########################################                                        #######################################################################################################                   ###################                     #####     ################                             ############                #########################################################################
################################                    ############################################                                      ########################################################################################################                   ###################                                                                           ##############             ###########################################################################
#################################                  #############################################                                      ########################################################################################################                   ####################                                                                          ##############            ############################################################################
#################################                 ###############################################                                    #########################################################################################################                   ####################                              ################                            ##############            ############################################################################
#################################                 ###############################################                                    #############################################################################################################        ##########################                            ###################                           ################           ############################################################################
#################################                 ###############################################                                    #############################################################################################################        ##########################                            ###################                           ################           ############################################################################
#################################################################################################                                    #############################################################################################################        ##################################                    ###############################################################          ############################################################################
#################################################################################################################        ##########################################################################################################################       ##################################              ######################################################################             ########################################################################
#################################################################################################################        ##########################################################################################################################       ##################################              ######################################################################             ########################################################################
#################################################################################################################        ##########################################################################################################################       ###################################             #######################################################################            ########################################################################
#################################################################################################################        ##########################################################################################################################       ###################################   #### ############################################################################            ########################################################################
#################################################################################################################        #############################################################################################################################    ###################################   #### ############################################################################            ########################################################################
#################################################################################################################        #############################################################################################################################    ###################################   #### #############################################################################           ########################################################################
#################################################################################################################        #############################################################################################################################    ###################################   #### ##############################################################################          ########################################################################
#################################################################################################################        ####################################################################################################################################################################   #### ##############################################################################             #####################################################################
#################################################################################################################        ####################################################################################################################################################################   #### ##############################################################################             #####################################################################
#################################################################################################################        ##################################################################################################################################################################     #### ###############################################################################             ####################################################################
#################################################################################################################        ##################################################################################################################################################################     #### ###########################     ###############################################               ##################################################################
#################################################################################################################        ##################################################################################################################################################################     #### ###########################   ##################################################              ##################################################################
#################################################################################################################  ####  ##################################################################################################################################################################     #### ###########################   ##################################################              ##################################################################
#################################################################################################################  #  #  ########################################################################################################################################################################### ###########################  #####################################################            ##################################################################
#################################################################################################################  #  #  ###########################################################################################################################################################################        ####################  #####################################################                  ############################################################
#################################################################################################################  #  #  ################################################################################################################################################################################## ####################  #####################################################                  ############################################################
#################################################################################################################  #  #  ################################################################################################################################################################################## ####################  #####################################################                 #############################################################
#################################################################################################################  #  #  ################################################################################################################################################################################## ####################  ######################          #####################                 #############################################################
#################################################################################################################  #  #  ################################################################################################################################################################################## ####################  ######################          #####################                 #############################################################
                                                                                                       #################################################################################################################################################################################################### ####################  ######################           ######################               #############################################################
                                                                                                       #################################################################################################################################################################################################### ####################  ######################           #######################              #############################################################
                                                                                                       #################################################################################################################################################################################################### ####################  ######################           #######################              #############################################################
                                                                                                       #################################################################################################################################################################################################### ####################  ######################             #####################                  #########################################################
                                                                                                       #################################################################################################################################################################################################### ####################   hhhhhhhhhhhhhhh                   #####################                  #########################################################
                                                                                                       #################################################################################################################################################################################################### ####################   hhhhhhhhhhhhhhh                   #######################             ############################################################
                                                                                                       #################################################################################################################################################################################################### ####################   hhhhhhhhhhhhhhh                     #####################             ############################################################
                                                                                                       #################################################################################################################################################################################################### #################      hhhhhhhhhhhhhhh                     ######################            ############################################################
                                                                                                       ####################################################################################################################################################################################################                        hhhhhhhhhhhhhhh                      #####################            ############################################################
                                                                                                       ######################################################################################################################################################################################################################      hhhhhhhhhhhhh                         ####################            ############################################################
                                                                                                       ######################################################################################################################################################################################################################      hhhhhhhhhhhhh                          ###################           #############################################################
                                                                                                       ######################################################################################################################################################################################################################      hhhhhhhhhhhhh                          ####################          #############################################################
                                                                                                       ######################################################################################################################################################################################################################   ####################                      ###########################################################################################
                                                                                                       ######################################################################################################################################################################################################################   ####################                       ##########################################################################################
                                                                                                       ######################################################################################################################################################################################################################   ####################           hhhhhhhhhhhh##########################################################################################
                                                 2222222                                               ######################################################################################################################################################################################################################  #####################           hhhhhhhhhhhh##########################################################################################
                                                                                                       ######################################################################################################################################################################################################################  ######################          hhhhhhhhhhhhh#########################################################################################
                                                                                                       ######################################################################################################################################################################################################################  ######################          hhhhhhhhhhhhhh########################################################################################
                                                                                                       ############################################################################################################################################################################################################################################################hhhhhhhhhh########################################################################################
                                                                                                       ############################################################################################################################################################################################################################################################hhhhhhhhhhh#######################################################################################
                                                                                                       ############################################################################################################################################################################################################################################################hhhhhhhhhhh#######################################################################################
                                                                                                       ############################################################################################################################################################################################################################################################hhhhhhhhhhhh######################################################################################
                                                                                                       ############################################################################################################################################################################################################################################################hhhhhhhhhhhh######################################################################################
                                                                                                       ############################################################################################################################################################################################################################################################hhhhhhhhhhhh######################################################################################
                                                                                                       #############################################################################################################################################################################################################################################################hhhhhhhhhh#######################################################################################
                                                                                                       #############################################################################################################################################################################################################################################################hhhhhhhhh########################################################################################
                                                                                                       #############################################################################################################################################################################################################################################################   hhhhhh########################################################################################
                                                                                                       #############################################################################################################################################################################################################################################################   hhhhh#########################################################################################
                                                                                                       #############################################################################################################################################################################################################################################################   hhhhh#########################################################################################
                                                                                                       ###################################################################################################################################################################################################################################################                  #########################################################################################
                                                                                                       ###################################################################################################################################################################################################################################################                  #########################################################################################
                                                                                                       ###################################################################################################################################################################################################################################################                ###########################################################################################
                                                                                                       ###################################################################################################################################################################################################################################################                ###########################################################################################
                                                                                                       ###################################################################################################################################################################################################################################################               ############################################################################################
                                                                                                       ###################################################################################################################################################################################################################################################               ############################################################################################
                                                                                                       ################################################################################################################################################################################################################################################                  ############################################################################################
                                                                                                       ################################################################################################################################################################################################################################################                  ############################################################################################
                                                                                                       ################################################################################################################################################################################################################################################                ##############################################################################################
                                                                                                       ################################################################################################################################################################################################################################################                ##############################################################################################
                                                                                                       ################################################################################################################################################################################################################################################                ##############################################################################################
                                                                                                       ################################################################################################################################################################################################################################################               ###############################################################################################
                                                                                                       #############################################################################################################################################################################################################################################                  ###############################################################################################
                                                                                                       #############################################################################################################################################################################################################################################                  ###############################################################################################
                                                                                                       #############################################################################################################################################################################################################################################                  ###############################################################################################
                                                                                                       ###############################################################################################################################################################################################################################################                ###############################################################################################
                                                                                                       ###############################################################################################################################################################################################################################################                ###############################################################################################
                                                                                                       ################################################################################################################################################################################################################################################               ###############################################################################################
                                                                                                       ################################################################################################################################################################################################################################################               ###############################################################################################
                                                                                                       #################################################################################################################################################################################################################################################              #                   #           ###############################################################
                                                                                                       #################################################################################################################################################################################################################################################              #                   #           ###############################################################
                                                                                                       #################################################################################################################################################################################################################################################              #                   #           ###############################################################
                                                                                                       #################################################################################################################################################################################################################################################              #                   #           ###############################################################
                                                                                                       #################################################################################################################################################################################################################################################              #                   #           ###############################################################
                                                                                                       #################################################################################################################################################################################################################################################              #  ####             #           ###############################################################
                                                                                                       ################################################################################################################################################################################################################            ## #######  #########           ####  #PP#             #           ###############################################################
                                                                                                       ################################################################################################################################################################################################################            ## #######  #########           ####  #  #             #           ###############################################################
                                                                                                       ################################################################################################################################################################################################################            ## #######  #########           ####  #  #             #           ###############################################################
                                                                                                       ################################################################################################################################################################################################################            ## #######  #########           #######  ################PPPPP####################################################################
                                                                                                       ################################################################################################################################################################################################################            ## #######  ########                               ##### #####  ##################################################################
                                                                                                       ################################################################################################################################################################################################################            ## #######                                         #####        ##################################################################
                                                                                                       ################################################################################################################################################################################################################   ####     ## #######                                         #####        ##################################################################
#################################################RRRRRRRR##############################################################################################################################################################################################################################################################   #CC#     ## #######                                                      ##################################################################
#######################################################################################################################################################################################################################################################################################################################   #  #     ##                                                              ##################################################################
#######################################################################################################################################################################################################################################################################################################################   #  #     ##                                                        ########################################################################
###########################################################################################################################################################################################################################################################################################################################  ########                                                        ########################################################################
#######################################################################################################################################################################################################################################################################################################################                                                                      ########################################################################
#######################################################################################################################################################################################################################################################################################################################                        ##############                                ########################################################################
#####################################################################################################################################################################################################################################################################################################################                          ##############                               #########################################################################
#####################################################################################################################################################################################################################################################################################################################                          ##############                               #########################################################################
#####################################################################################################################################################################################################################################################################################################################                          ##############                               #########################################################################
#######################################################################################################################################################################################################################################################################################################################                        ##############                               #########################################################################
#######################################################################################################################################################################################################################################################################################################################                        ##############                                     ###################################################################
#######################################################################################################################################################################################################################################################################################################################                        ##############                                     ###################################################################
###########################################################################################################################################################################################################################################################################################################################                    ##################                                 ###################################################################
###########################################################################################################################################################################################################################################################################################################################     #################################                                 ###################################################################
###########################################################################################################################################################################################################################################################################################################################     #################################                  ##################################################################################
#################################################################################################################################################################################################################################################################################################################################################################                  #            #####################################################################
#################################################################################################################################################################################################################################################################################################################################################################                  #            #####################################################################
#################################################################################################################################################################################################################################################################################################################################################################                  #            #####################################################################
####################################################################################################################################################################################################################################################################################################################################################################               #            #####################################################################
####################################################################################################################################################################################################################################################################################################################################################################               #            #####################################################################
####################################################################################################################################################################################################################################################################################################################################################################               #            #####################################################################
####################################################################################################################################################################################################################################################################################################################################################################               #  ###       #####################################################################
####################################################################################################################################################################################################################################################################################################################################################################               #  #P#       #####################################################################
####################################################################################################################################################################################################################################################################################################################################################################               #  # #       #####################################################################
####################################################################################################################################################################################################################################################################################################################################################################               #  # #       #####################################################################
####################################################################################################################################################################################################################################################################################################################################################################               #### #############################################################################
####################################################################################################################################################################################################################################################################################################################################################################                              ###################################################################
####################################################################################################################################################################################################################################################################################################################################################################                              ###################################################################
#################################################################################################################################################################################################################################################################################################################################################################                                 ###################################################################
#################################################################################################################################################################################################################################################################################################################################################################                                 ###################################################################
#################################################################################################################################################################################################################################################################################################################################################################                                        ############################################################
#################################################################################################################################################################################################################################################################################################################################################################                                        ############################################################
#################################################################################################################################################################################################################################################################################################################################################################                                     #####                 #########################################
#################################################################################################################################################################################################################################################################################################################################################################          ####   ####                #####                 #########################################
#####################################################################################################################################################################################################################################################################################################################################             ###############         ###### ######                  ##                 #########################################
#####################################################################################################################################################################################################################################################################################################################################             ##   #####              #############                  ##                 #########################################
#####################################################################################################################################################################################################################################################################################################################################             ##    ###              ###############                 ##                 #########################################
#####################################################################################################################################################################################################################################################################################################################################     #PP#    ##    ###              ###############                 ##  #P#            #########################################
#####################################################################################################################################################################################################################################################################################################################################     #  #    ##    ###              ###############              #####  # #            #########################################
#####################################################################################################################################################################################################################################################################################################################################     #  #    ##                     ################             #####  # #            #########################################
#####################################################################################################################################################################################################################################################################################################################################     #  #    ##                   ###################            #####  # #            #########################################
###########################################################################################################################################################################################################################################################################################################################################  #######                   ###################            ######## ######################################################
#######################################################################################################################################################################################################################################################################################################################################                               #####################                               ###########################################
#######################################################################################################################################################################################################################################################################################################################################                               #####################                              ############################################
#######################################################################################################################################################################################################################################################################################################################################                               #####################                              ############################################
########################################################################################################################################################################################################################################################################################################################################                             ######################                              ############################################
########################################################################################################################################################################################################################################################################################################################################                             ########################                            ############################################
########################################################################################################################################################################################################################################################################################################################################                             ########################                            ############################################
########################################################################################################################################################################################################################################################################################################################################                             ########################                             ###########################################
########################################################################################################################################################################################################################################################################################################################################                             ########################                             ###########################################
####################################################################################################################################################################################################################################################################################################################################                                 #########################                              #########################################
####################################################################################################################################################################################################################################################################################################################################                                     #####################                              #########################################
####################################################################################################################################################################################################################################################################################################################################                                     #####################                              #########################################
####################################################################################################################################################################################################################################################################################################################################################                     ####################### ##### ##### ##### ##### ############################################
